IndicatorType,CountryName,MarketName,CurrencyCode,Date,Value,SourceOfTheData
Official,Bangladesh,,BDT,15/03/2018,82.88,Trading Economics
Official,Bangladesh,,BDT,16/03/2018,83.12,Trading Economics
Official,Bangladesh,,BDT,19/03/2018,82.9,Trading Economics
Official,Bangladesh,,BDT,20/03/2018,82.9,Trading Economics
Official,Bangladesh,,BDT,21/03/2018,82.88,Trading Economics
Official,Bangladesh,,BDT,22/03/2018,82.9,Trading Economics
Official,Bangladesh,,BDT,23/03/2018,82.89,Trading Economics
Official,Bangladesh,,BDT,26/03/2018,82.92,Trading Economics
Official,Bangladesh,,BDT,27/03/2018,82.92,Trading Economics
Official,Bangladesh,,BDT,28/03/2018,83.88,Trading Economics
Official,Bangladesh,,BDT,29/03/2018,82.91,Trading Economics
Official,Bangladesh,,BDT,30/03/2018,82.91,Trading Economics
Official,Bangladesh,,BDT,02/04/2018,82.92,Trading Economics
Official,Bangladesh,,BDT,03/04/2018,82.92,Trading Economics
Official,Bangladesh,,BDT,04/04/2018,82.88,Trading Economics
Official,Bangladesh,,BDT,05/04/2018,82.75,Trading Economics
Official,Bangladesh,,BDT,06/04/2018,82.9,Trading Economics
Official,Bangladesh,,BDT,09/04/2018,82.92,Trading Economics
Official,Bangladesh,,BDT,10/04/2018,82.7,Trading Economics
Official,Bangladesh,,BDT,11/04/2018,82.92,Trading Economics
Official,Bangladesh,,BDT,12/04/2018,82.89,Trading Economics
Official,Bangladesh,,BDT,13/04/2018,82.88,Trading Economics
Official,Bangladesh,,BDT,16/04/2018,82.9,Trading Economics
Official,Bangladesh,,BDT,17/04/2018,82.88,Trading Economics
Official,Bangladesh,,BDT,18/04/2018,82.89,Trading Economics
Official,Bangladesh,,BDT,19/04/2018,82.93,Trading Economics
Official,Bangladesh,,BDT,20/04/2018,82.92,Trading Economics
Official,Bangladesh,,BDT,23/04/2018,84.1,Trading Economics
Official,Bangladesh,,BDT,24/04/2018,84.1,Trading Economics
Official,Bangladesh,,BDT,25/04/2018,84.2,Trading Economics
Official,Bangladesh,,BDT,26/04/2018,84.2,Trading Economics
Official,Bangladesh,,BDT,27/04/2018,84.2,Trading Economics
Official,Bangladesh,,BDT,30/04/2018,84.2,Trading Economics
Official,Bangladesh,,BDT,01/05/2018,84.2,Trading Economics
Official,Bangladesh,,BDT,02/05/2018,84.2,Trading Economics
Official,Bangladesh,,BDT,03/05/2018,84.45,Trading Economics
Official,Bangladesh,,BDT,04/05/2018,84.45,Trading Economics
Official,Bangladesh,,BDT,07/05/2018,82.9,Trading Economics
Official,Bangladesh,,BDT,08/05/2018,84.45,Trading Economics
Official,Bangladesh,,BDT,09/05/2018,84.45,Trading Economics
Official,Bangladesh,,BDT,10/05/2018,84.45,Trading Economics
Official,Bangladesh,,BDT,11/05/2018,84.45,Trading Economics
Official,Bangladesh,,BDT,14/05/2018,83.03,Trading Economics
Official,Bangladesh,,BDT,15/05/2018,83.96,Trading Economics
Official,Bangladesh,,BDT,16/05/2018,84.6,Trading Economics
Official,Bangladesh,,BDT,17/05/2018,84.6,Trading Economics
Official,Bangladesh,,BDT,18/05/2018,84.6,Trading Economics
Official,Bangladesh,,BDT,21/05/2018,84.6,Trading Economics
Official,Bangladesh,,BDT,22/05/2018,83.66,Trading Economics
Official,Bangladesh,,BDT,23/05/2018,83.62,Trading Economics
Official,Bangladesh,,BDT,24/05/2018,84,Trading Economics
Official,Bangladesh,,BDT,25/05/2018,84,Trading Economics
Official,Bangladesh,,BDT,28/05/2018,84,Trading Economics
Official,Bangladesh,,BDT,29/05/2018,84,Trading Economics
Official,Bangladesh,,BDT,30/05/2018,83.66,Trading Economics
Official,Bangladesh,,BDT,31/05/2018,84,Trading Economics
Official,Bangladesh,,BDT,01/06/2018,84,Trading Economics
Official,Bangladesh,,BDT,04/06/2018,84.3,Trading Economics
Official,Bangladesh,,BDT,05/06/2018,84.3,Trading Economics
Official,Bangladesh,,BDT,06/06/2018,83.67,Trading Economics
Official,Bangladesh,,BDT,07/06/2018,84.3,Trading Economics
Official,Bangladesh,,BDT,08/06/2018,84.3,Trading Economics
Official,Bangladesh,,BDT,11/06/2018,84.3,Trading Economics
Official,Bangladesh,,BDT,12/06/2018,84.05,Trading Economics
Official,Bangladesh,,BDT,13/06/2018,84.05,Trading Economics
Official,Bangladesh,,BDT,14/06/2018,84.2,Trading Economics
Official,Bangladesh,,BDT,15/06/2018,84,Trading Economics
Official,Bangladesh,,BDT,18/06/2018,84,Trading Economics
Official,Bangladesh,,BDT,19/06/2018,84,Trading Economics
Official,Bangladesh,,BDT,20/06/2018,84,Trading Economics
Official,Bangladesh,,BDT,21/06/2018,84,Trading Economics
Official,Bangladesh,,BDT,22/06/2018,84,Trading Economics
Official,Bangladesh,,BDT,25/06/2018,84,Trading Economics
Official,Bangladesh,,BDT,26/06/2018,84,Trading Economics
Official,Bangladesh,,BDT,27/06/2018,84,Trading Economics
Official,Bangladesh,,BDT,28/06/2018,83.62,Trading Economics
Official,Bangladesh,,BDT,29/06/2018,83.61,Trading Economics
Official,Bangladesh,,BDT,02/07/2018,83.67,Trading Economics
Official,Bangladesh,,BDT,03/07/2018,83.7,Trading Economics
Official,Bangladesh,,BDT,04/07/2018,83.7,Trading Economics
Official,Bangladesh,,BDT,05/07/2018,83.47,Trading Economics
Official,Bangladesh,,BDT,06/07/2018,83.67,Trading Economics
Official,Bangladesh,,BDT,09/07/2018,83.45,Trading Economics
Official,Bangladesh,,BDT,10/07/2018,83.67,Trading Economics
Official,Bangladesh,,BDT,11/07/2018,83.67,Trading Economics
Official,Bangladesh,,BDT,12/07/2018,83.68,Trading Economics
Official,Bangladesh,,BDT,13/07/2018,83.67,Trading Economics
Official,Bangladesh,,BDT,16/07/2018,84,Trading Economics
Official,Bangladesh,,BDT,17/07/2018,84,Trading Economics
Official,Bangladesh,,BDT,18/07/2018,84,Trading Economics
Official,Bangladesh,,BDT,19/07/2018,84,Trading Economics
Official,Bangladesh,,BDT,20/07/2018,84,Trading Economics
Official,Bangladesh,,BDT,23/07/2018,84,Trading Economics
Official,Bangladesh,,BDT,24/07/2018,84,Trading Economics
Official,Bangladesh,,BDT,25/07/2018,84,Trading Economics
Official,Bangladesh,,BDT,26/07/2018,84,Trading Economics
Official,Bangladesh,,BDT,27/07/2018,84,Trading Economics
Official,Bangladesh,,BDT,30/07/2018,84,Trading Economics
Official,Bangladesh,,BDT,31/07/2018,84,Trading Economics
Official,Bangladesh,,BDT,01/08/2018,84,Trading Economics
Official,Bangladesh,,BDT,02/08/2018,84,Trading Economics
Official,Bangladesh,,BDT,03/08/2018,84,Trading Economics
Official,Bangladesh,,BDT,06/08/2018,84,Trading Economics
Official,Bangladesh,,BDT,07/08/2018,84,Trading Economics
Official,Bangladesh,,BDT,08/08/2018,84,Trading Economics
Official,Bangladesh,,BDT,09/08/2018,84,Trading Economics
Official,Bangladesh,,BDT,10/08/2018,84,Trading Economics
Official,Bangladesh,,BDT,13/08/2018,84,Trading Economics
Official,Bangladesh,,BDT,14/08/2018,84,Trading Economics
Official,Bangladesh,,BDT,15/08/2018,84,Trading Economics
Official,Bangladesh,,BDT,16/08/2018,83.64,Trading Economics
Official,Bangladesh,,BDT,17/08/2018,83.68,Trading Economics
Official,Bangladesh,,BDT,20/08/2018,83.68,Trading Economics
Official,Bangladesh,,BDT,21/08/2018,83.68,Trading Economics
Official,Bangladesh,,BDT,22/08/2018,83.68,Trading Economics
Official,Bangladesh,,BDT,23/08/2018,83.5,Trading Economics
Official,Bangladesh,,BDT,24/08/2018,83.45,Trading Economics
Official,Bangladesh,,BDT,27/08/2018,83.69,Trading Economics
Official,Bangladesh,,BDT,28/08/2018,83.53,Trading Economics
Official,Bangladesh,,BDT,29/08/2018,83.61,Trading Economics
Official,Bangladesh,,BDT,30/08/2018,83.68,Trading Economics
Official,Bangladesh,,BDT,31/08/2018,83.67,Trading Economics
Official,Bangladesh,,BDT,03/09/2018,83.67,Trading Economics
Official,Bangladesh,,BDT,04/09/2018,83.52,Trading Economics
Official,Bangladesh,,BDT,05/09/2018,83.68,Trading Economics
Official,Bangladesh,,BDT,06/09/2018,83.61,Trading Economics
Official,Bangladesh,,BDT,07/09/2018,83.68,Trading Economics
Official,Bangladesh,,BDT,10/09/2018,83.58,Trading Economics
Official,Bangladesh,,BDT,11/09/2018,83.59,Trading Economics
Official,Bangladesh,,BDT,12/09/2018,83.6,Trading Economics
Official,Bangladesh,,BDT,13/09/2018,83.69,Trading Economics
Official,Bangladesh,,BDT,14/09/2018,83.69,Trading Economics
Official,Bangladesh,,BDT,17/09/2018,83.69,Trading Economics
Official,Bangladesh,,BDT,18/09/2018,83.78,Trading Economics
Official,Bangladesh,,BDT,19/09/2018,83.7,Trading Economics
Official,Bangladesh,,BDT,20/09/2018,83.68,Trading Economics
Official,Bangladesh,,BDT,21/09/2018,83.68,Trading Economics
Official,Bangladesh,,BDT,24/09/2018,83.58,Trading Economics
Official,Bangladesh,,BDT,25/09/2018,83.62,Trading Economics
Official,Bangladesh,,BDT,26/09/2018,83.64,Trading Economics
Official,Bangladesh,,BDT,27/09/2018,83.59,Trading Economics
Official,Bangladesh,,BDT,28/09/2018,83.61,Trading Economics
Official,Bangladesh,,BDT,01/10/2018,83.68,Trading Economics
Official,Bangladesh,,BDT,02/10/2018,83.74,Trading Economics
Official,Bangladesh,,BDT,03/10/2018,83.68,Trading Economics
Official,Bangladesh,,BDT,04/10/2018,83.55,Trading Economics
Official,Bangladesh,,BDT,05/10/2018,83.68,Trading Economics
Official,Bangladesh,,BDT,08/10/2018,83.68,Trading Economics
Official,Bangladesh,,BDT,09/10/2018,83.69,Trading Economics
Official,Bangladesh,,BDT,10/10/2018,83.57,Trading Economics
Official,Bangladesh,,BDT,11/10/2018,83.62,Trading Economics
Official,Bangladesh,,BDT,12/10/2018,83.7,Trading Economics
Official,Bangladesh,,BDT,15/10/2018,83.68,Trading Economics
Official,Bangladesh,,BDT,16/10/2018,83.67,Trading Economics
Official,Bangladesh,,BDT,17/10/2018,83.69,Trading Economics
Official,Bangladesh,,BDT,18/10/2018,84.75,Trading Economics
Official,Bangladesh,,BDT,19/10/2018,84.75,Trading Economics
Official,Bangladesh,,BDT,22/10/2018,84.6,Trading Economics
Official,Bangladesh,,BDT,23/10/2018,84.95,Trading Economics
Official,Bangladesh,,BDT,24/10/2018,85,Trading Economics
Official,Bangladesh,,BDT,25/10/2018,85.05,Trading Economics
Official,Bangladesh,,BDT,26/10/2018,85.05,Trading Economics
Official,Bangladesh,,BDT,29/10/2018,84.78,Trading Economics
Official,Bangladesh,,BDT,30/10/2018,85.02,Trading Economics
Official,Bangladesh,,BDT,31/10/2018,83.77,Trading Economics
Official,Bangladesh,,BDT,01/11/2018,83.7,Trading Economics
Official,Bangladesh,,BDT,02/11/2018,83.67,Trading Economics
Official,Bangladesh,,BDT,05/11/2018,83.74,Trading Economics
Official,Bangladesh,,BDT,06/11/2018,83.42,Trading Economics
Official,Bangladesh,,BDT,07/11/2018,83.52,Trading Economics
Official,Bangladesh,,BDT,08/11/2018,83.61,Trading Economics
Official,Bangladesh,,BDT,09/11/2018,83.37,Trading Economics
Official,Bangladesh,,BDT,12/11/2018,83.82,Trading Economics
Official,Bangladesh,,BDT,13/11/2018,83.36,Trading Economics
Official,Bangladesh,,BDT,14/11/2018,83.64,Trading Economics
Official,Bangladesh,,BDT,15/11/2018,83.6,Trading Economics
Official,Bangladesh,,BDT,16/11/2018,83.6,Trading Economics
Official,Bangladesh,,BDT,19/11/2018,83.63,Trading Economics
Official,Bangladesh,,BDT,20/11/2018,83.15,Trading Economics
Official,Bangladesh,,BDT,21/11/2018,83.07,Trading Economics
Official,Bangladesh,,BDT,22/11/2018,83.88,Trading Economics
Official,Bangladesh,,BDT,23/11/2018,83.88,Trading Economics
Official,Bangladesh,,BDT,26/11/2018,83.72,Trading Economics
Official,Bangladesh,,BDT,27/11/2018,83.48,Trading Economics
Official,Bangladesh,,BDT,28/11/2018,83.74,Trading Economics
Official,Bangladesh,,BDT,29/11/2018,83.65,Trading Economics
Official,Bangladesh,,BDT,30/11/2018,84.7,Trading Economics
Official,Bangladesh,,BDT,03/12/2018,83.88,Trading Economics
Official,Bangladesh,,BDT,04/12/2018,83.08,Trading Economics
Official,Bangladesh,,BDT,05/12/2018,83.24,Trading Economics
Official,Bangladesh,,BDT,06/12/2018,83.48,Trading Economics
Official,Bangladesh,,BDT,07/12/2018,83.16,Trading Economics
Official,Bangladesh,,BDT,10/12/2018,83.49,Trading Economics
Official,Bangladesh,,BDT,11/12/2018,83.5,Trading Economics
Official,Bangladesh,,BDT,12/12/2018,83.56,Trading Economics
Official,Bangladesh,,BDT,13/12/2018,83.66,Trading Economics
Official,Bangladesh,,BDT,14/12/2018,83.34,Trading Economics
Official,Bangladesh,,BDT,17/12/2018,83.72,Trading Economics
Official,Bangladesh,,BDT,18/12/2018,83.48,Trading Economics
Official,Bangladesh,,BDT,19/12/2018,83.56,Trading Economics
Official,Bangladesh,,BDT,20/12/2018,83.24,Trading Economics
Official,Bangladesh,,BDT,21/12/2018,83.4,Trading Economics
Official,Bangladesh,,BDT,24/12/2018,83.44,Trading Economics
Official,Bangladesh,,BDT,25/12/2018,83.44,Trading Economics
Official,Bangladesh,,BDT,26/12/2018,83.48,Trading Economics
Official,Bangladesh,,BDT,27/12/2018,83.45,Trading Economics
Official,Bangladesh,,BDT,28/12/2018,83.13,Trading Economics
Official,Bangladesh,,BDT,31/12/2018,83.13,Trading Economics
Official,Bangladesh,,BDT,01/01/2019,83.85,Trading Economics
Official,Bangladesh,,BDT,02/01/2019,83.45,Trading Economics
Official,Bangladesh,,BDT,03/01/2019,83.63,Trading Economics
Official,Bangladesh,,BDT,04/01/2019,83.48,Trading Economics
Official,Bangladesh,,BDT,07/01/2019,83.58,Trading Economics
Official,Bangladesh,,BDT,08/01/2019,83.42,Trading Economics
Official,Bangladesh,,BDT,09/01/2019,83.18,Trading Economics
Official,Bangladesh,,BDT,10/01/2019,83.42,Trading Economics
Official,Bangladesh,,BDT,11/01/2019,83.26,Trading Economics
Official,Bangladesh,,BDT,14/01/2019,83.5,Trading Economics
Official,Bangladesh,,BDT,15/01/2019,83.42,Trading Economics
Official,Bangladesh,,BDT,16/01/2019,83.42,Trading Economics
Official,Bangladesh,,BDT,17/01/2019,83.18,Trading Economics
Official,Bangladesh,,BDT,18/01/2019,83.18,Trading Economics
Official,Bangladesh,,BDT,21/01/2019,83.94,Trading Economics
Official,Bangladesh,,BDT,22/01/2019,83.66,Trading Economics
Official,Bangladesh,,BDT,23/01/2019,83.26,Trading Economics
Official,Bangladesh,,BDT,24/01/2019,83.42,Trading Economics
Official,Bangladesh,,BDT,25/01/2019,83.26,Trading Economics
Official,Bangladesh,,BDT,28/01/2019,83.78,Trading Economics
Official,Bangladesh,,BDT,29/01/2019,83.61,Trading Economics
Official,Bangladesh,,BDT,30/01/2019,83.58,Trading Economics
Official,Bangladesh,,BDT,31/01/2019,83.26,Trading Economics
Official,Bangladesh,,BDT,01/02/2019,83.18,Trading Economics
Official,Bangladesh,,BDT,04/02/2019,83.66,Trading Economics
Official,Bangladesh,,BDT,05/02/2019,83.74,Trading Economics
Official,Bangladesh,,BDT,06/02/2019,83.5,Trading Economics
Official,Bangladesh,,BDT,07/02/2019,83.58,Trading Economics
Official,Bangladesh,,BDT,08/02/2019,83.26,Trading Economics
Official,Bangladesh,,BDT,11/02/2019,83.34,Trading Economics
Official,Bangladesh,,BDT,12/02/2019,83.6,Trading Economics
Official,Bangladesh,,BDT,13/02/2019,83.52,Trading Economics
Official,Bangladesh,,BDT,14/02/2019,83.47,Trading Economics
Official,Bangladesh,,BDT,15/02/2019,83.47,Trading Economics
Official,Bangladesh,,BDT,18/02/2019,84.1,Trading Economics
Official,Bangladesh,,BDT,19/02/2019,84.1,Trading Economics
Official,Bangladesh,,BDT,20/02/2019,84.1,Trading Economics
Official,Bangladesh,,BDT,21/02/2019,83.54,Trading Economics
Official,Bangladesh,,BDT,22/02/2019,83.54,Trading Economics
Official,Bangladesh,,BDT,25/02/2019,83.56,Trading Economics
Official,Bangladesh,,BDT,26/02/2019,83.64,Trading Economics
Official,Bangladesh,,BDT,27/02/2019,83.4,Trading Economics
Official,Bangladesh,,BDT,28/02/2019,83.4,Trading Economics
Official,Bangladesh,,BDT,01/03/2019,83.4,Trading Economics
Official,Bangladesh,,BDT,04/03/2019,83.77,Trading Economics
Official,Bangladesh,,BDT,05/03/2019,83.56,Trading Economics
Official,Bangladesh,,BDT,06/03/2019,83.8,Trading Economics
Official,Bangladesh,,BDT,07/03/2019,83.4,Trading Economics
Official,Bangladesh,,BDT,08/03/2019,83.32,Trading Economics
Official,Bangladesh,,BDT,11/03/2019,83.35,Trading Economics
Official,Bangladesh,,BDT,12/03/2019,83.67,Trading Economics
Official,Bangladesh,,BDT,13/03/2019,83.72,Trading Economics
Official,Bangladesh,,BDT,14/03/2019,83.64,Trading Economics
Official,Bangladesh,,BDT,15/03/2019,83.56,Trading Economics
Official,Bangladesh,,BDT,18/03/2019,83.68,Trading Economics
Official,Bangladesh,,BDT,19/03/2019,83.68,Trading Economics
Official,Bangladesh,,BDT,20/03/2019,83.51,Trading Economics
Official,Bangladesh,,BDT,21/03/2019,83.44,Trading Economics
Official,Bangladesh,,BDT,22/03/2019,83.44,Trading Economics
Official,Bangladesh,,BDT,25/03/2019,83.44,Trading Economics
Official,Bangladesh,,BDT,26/03/2019,83.44,Trading Economics
Official,Bangladesh,,BDT,27/03/2019,83.51,Trading Economics
Official,Bangladesh,,BDT,28/03/2019,83.76,Trading Economics
Official,Bangladesh,,BDT,29/03/2019,83.44,Trading Economics
Official,Bangladesh,,BDT,01/04/2019,83.6,Trading Economics
Official,Bangladesh,,BDT,02/04/2019,83.77,Trading Economics
Official,Bangladesh,,BDT,03/04/2019,83.85,Trading Economics
Official,Bangladesh,,BDT,04/04/2019,83.57,Trading Economics
Official,Bangladesh,,BDT,05/04/2019,83.41,Trading Economics
Official,Bangladesh,,BDT,08/04/2019,83.97,Trading Economics
Official,Bangladesh,,BDT,09/04/2019,83.62,Trading Economics
Official,Bangladesh,,BDT,10/04/2019,83.78,Trading Economics
Official,Bangladesh,,BDT,11/04/2019,83.62,Trading Economics
Official,Bangladesh,,BDT,12/04/2019,83.62,Trading Economics
Official,Bangladesh,,BDT,15/04/2019,84.02,Trading Economics
Official,Bangladesh,,BDT,16/04/2019,83.94,Trading Economics
Official,Bangladesh,,BDT,17/04/2019,84.34,Trading Economics
Official,Bangladesh,,BDT,18/04/2019,83.94,Trading Economics
Official,Bangladesh,,BDT,19/04/2019,83.62,Trading Economics
Official,Bangladesh,,BDT,22/04/2019,83.94,Trading Economics
Official,Bangladesh,,BDT,23/04/2019,83.86,Trading Economics
Official,Bangladesh,,BDT,24/04/2019,83.65,Trading Economics
Official,Bangladesh,,BDT,25/04/2019,83.55,Trading Economics
Official,Bangladesh,,BDT,26/04/2019,83.55,Trading Economics
Official,Bangladesh,,BDT,29/04/2019,84.44,Trading Economics
Official,Bangladesh,,BDT,30/04/2019,83.8,Trading Economics
Official,Bangladesh,,BDT,01/05/2019,83.8,Trading Economics
Official,Bangladesh,,BDT,02/05/2019,84.27,Trading Economics
Official,Bangladesh,,BDT,03/05/2019,84.27,Trading Economics
Official,Bangladesh,,BDT,06/05/2019,84.44,Trading Economics
Official,Bangladesh,,BDT,07/05/2019,84.17,Trading Economics
Official,Bangladesh,,BDT,08/05/2019,84.33,Trading Economics
Official,Bangladesh,,BDT,09/05/2019,84.17,Trading Economics
Official,Bangladesh,,BDT,10/05/2019,83.69,Trading Economics
Official,Bangladesh,,BDT,13/05/2019,84.01,Trading Economics
Official,Bangladesh,,BDT,14/05/2019,83.93,Trading Economics
Official,Bangladesh,,BDT,15/05/2019,83.69,Trading Economics
Official,Bangladesh,,BDT,16/05/2019,83.84,Trading Economics
Official,Bangladesh,,BDT,17/05/2019,83.76,Trading Economics
Official,Bangladesh,,BDT,20/05/2019,83.93,Trading Economics
Official,Bangladesh,,BDT,21/05/2019,84.01,Trading Economics
Official,Bangladesh,,BDT,22/05/2019,83.85,Trading Economics
Official,Bangladesh,,BDT,23/05/2019,83.85,Trading Economics
Official,Bangladesh,,BDT,24/05/2019,83.77,Trading Economics
Official,Bangladesh,,BDT,27/05/2019,84.49,Trading Economics
Official,Bangladesh,,BDT,28/05/2019,83.77,Trading Economics
Official,Bangladesh,,BDT,29/05/2019,84.17,Trading Economics
Official,Bangladesh,,BDT,30/05/2019,83.93,Trading Economics
Official,Bangladesh,,BDT,31/05/2019,83.93,Trading Economics
Official,Bangladesh,,BDT,03/06/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,04/06/2019,84.09,Trading Economics
Official,Bangladesh,,BDT,05/06/2019,84.16,Trading Economics
Official,Bangladesh,,BDT,06/06/2019,84.08,Trading Economics
Official,Bangladesh,,BDT,07/06/2019,84.08,Trading Economics
Official,Bangladesh,,BDT,10/06/2019,84.27,Trading Economics
Official,Bangladesh,,BDT,11/06/2019,84.27,Trading Economics
Official,Bangladesh,,BDT,12/06/2019,84.49,Trading Economics
Official,Bangladesh,,BDT,13/06/2019,84.42,Trading Economics
Official,Bangladesh,,BDT,14/06/2019,84.42,Trading Economics
Official,Bangladesh,,BDT,17/06/2019,84.42,Trading Economics
Official,Bangladesh,,BDT,18/06/2019,84.42,Trading Economics
Official,Bangladesh,,BDT,19/06/2019,84.42,Trading Economics
Official,Bangladesh,,BDT,20/06/2019,84.41,Trading Economics
Official,Bangladesh,,BDT,21/06/2019,84.41,Trading Economics
Official,Bangladesh,,BDT,24/06/2019,84.42,Trading Economics
Official,Bangladesh,,BDT,25/06/2019,84.42,Trading Economics
Official,Bangladesh,,BDT,26/06/2019,84.42,Trading Economics
Official,Bangladesh,,BDT,27/06/2019,84.49,Trading Economics
Official,Bangladesh,,BDT,28/06/2019,84.49,Trading Economics
Official,Bangladesh,,BDT,01/07/2019,84.42,Trading Economics
Official,Bangladesh,,BDT,02/07/2019,84.42,Trading Economics
Official,Bangladesh,,BDT,03/07/2019,84.49,Trading Economics
Official,Bangladesh,,BDT,04/07/2019,84.49,Trading Economics
Official,Bangladesh,,BDT,05/07/2019,84.49,Trading Economics
Official,Bangladesh,,BDT,08/07/2019,84.42,Trading Economics
Official,Bangladesh,,BDT,09/07/2019,84.41,Trading Economics
Official,Bangladesh,,BDT,10/07/2019,84.42,Trading Economics
Official,Bangladesh,,BDT,11/07/2019,84.49,Trading Economics
Official,Bangladesh,,BDT,12/07/2019,84.49,Trading Economics
Official,Bangladesh,,BDT,15/07/2019,84.42,Trading Economics
Official,Bangladesh,,BDT,16/07/2019,84.41,Trading Economics
Official,Bangladesh,,BDT,17/07/2019,84.41,Trading Economics
Official,Bangladesh,,BDT,18/07/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,19/07/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,22/07/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,23/07/2019,84.24,Trading Economics
Official,Bangladesh,,BDT,24/07/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,25/07/2019,84.24,Trading Economics
Official,Bangladesh,,BDT,26/07/2019,84.24,Trading Economics
Official,Bangladesh,,BDT,29/07/2019,84.17,Trading Economics
Official,Bangladesh,,BDT,30/07/2019,84.17,Trading Economics
Official,Bangladesh,,BDT,31/07/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,01/08/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,02/08/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,05/08/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,06/08/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,07/08/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,08/08/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,09/08/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,12/08/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,13/08/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,14/08/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,15/08/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,16/08/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,19/08/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,20/08/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,21/08/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,22/08/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,23/08/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,26/08/2019,84.49,Trading Economics
Official,Bangladesh,,BDT,27/08/2019,84.49,Trading Economics
Official,Bangladesh,,BDT,28/08/2019,84.49,Trading Economics
Official,Bangladesh,,BDT,29/08/2019,84.49,Trading Economics
Official,Bangladesh,,BDT,30/08/2019,84.49,Trading Economics
Official,Bangladesh,,BDT,02/09/2019,84.49,Trading Economics
Official,Bangladesh,,BDT,03/09/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,04/09/2019,84.49,Trading Economics
Official,Bangladesh,,BDT,05/09/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,06/09/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,09/09/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,10/09/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,11/09/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,12/09/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,13/09/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,16/09/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,17/09/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,18/09/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,19/09/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,20/09/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,23/09/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,24/09/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,25/09/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,26/09/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,27/09/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,30/09/2019,84.49,Trading Economics
Official,Bangladesh,,BDT,01/10/2019,84.49,Trading Economics
Official,Bangladesh,,BDT,02/10/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,03/10/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,04/10/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,07/10/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,08/10/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,09/10/2019,84.25,Trading Economics
Official,Bangladesh,,BDT,10/10/2019,84.5,Trading Economics
Official,Bangladesh,,BDT,11/10/2019,84.5,Trading Economics
Official,Bangladesh,,BDT,14/10/2019,84.69,Trading Economics
Official,Bangladesh,,BDT,15/10/2019,84.5,Trading Economics
Official,Bangladesh,,BDT,16/10/2019,84.5,Trading Economics
Official,Bangladesh,,BDT,17/10/2019,84.5,Trading Economics
Official,Bangladesh,,BDT,18/10/2019,84.5,Trading Economics
Official,Bangladesh,,BDT,21/10/2019,84.5,Trading Economics
Official,Bangladesh,,BDT,22/10/2019,84.5,Trading Economics
Official,Bangladesh,,BDT,23/10/2019,84.5,Trading Economics
Official,Bangladesh,,BDT,24/10/2019,84.5,Trading Economics
Official,Bangladesh,,BDT,25/10/2019,84.5,Trading Economics
Official,Bangladesh,,BDT,28/10/2019,84.5,Trading Economics
Official,Bangladesh,,BDT,29/10/2019,84.5,Trading Economics
Official,Bangladesh,,BDT,30/10/2019,84.5,Trading Economics
